meta_edible_portion_percent,meta_id,meta_name_en,meta_name_vi,nutrition_per_100g_amino_acids_alanine_mg,nutrition_per_100g_amino_acids_arginine_mg,nutrition_per_100g_amino_acids_aspartic_acid_mg,nutrition_per_100g_amino_acids_cystine_mg,nutrition_per_100g_amino_acids_glutamic_acid_mg,nutrition_per_100g_amino_acids_glycine_mg,nutrition_per_100g_amino_acids_histidine_mg,nutrition_per_100g_amino_acids_isoleucine_mg,nutrition_per_100g_amino_acids_leucine_mg,nutrition_per_100g_amino_acids_lysine_mg,nutrition_per_100g_amino_acids_methionine_mg,nutrition_per_100g_amino_acids_phenylalanine_mg,nutrition_per_100g_amino_acids_proline_mg,nutrition_per_100g_amino_acids_serine_mg,nutrition_per_100g_amino_acids_threonine_mg,nutrition_per_100g_amino_acids_tryptophan_mg,nutrition_per_100g_amino_acids_tyrosine_mg,nutrition_per_100g_amino_acids_valine_mg,nutrition_per_100g_carotenoids_alpha_carotene_mcg,nutrition_per_100g_carotenoids_beta_carotene_mcg,nutrition_per_100g_carotenoids_beta_cryptoxanthin_mcg,nutrition_per_100g_carotenoids_lutein_zeaxanthin_mcg,nutrition_per_100g_carotenoids_lycopene_mg,nutrition_per_100g_energy_kcal,nutrition_per_100g_energy_kj,nutrition_per_100g_isoflavones_daidzein_mg,nutrition_per_100g_isoflavones_genistein_mg,nutrition_per_100g_isoflavones_glycitein_mg,nutrition_per_100g_isoflavones_total_mg,nutrition_per_100g_lipids_total_monounsaturated_fat_g,nutrition_per_100g_lipids_total_polyunsaturated_fat_g,nutrition_per_100g_lipids_total_saturated_fat_g,nutrition_per_100g_lipids_total_trans_fat_g,nutrition_per_100g_macros_ash_g,nutrition_per_100g_macros_carbohydrate_g,nutrition_per_100g_macros_fat_g,nutrition_per_100g_macros_fiber_g,nutrition_per_100g_macros_protein_g,nutrition_per_100g_macros_water_g,nutrition_per_100g_minerals_calcium_mg,nutrition_per_100g_minerals_copper_mcg,nutrition_per_100g_minerals_iron_mg,nutrition_per_100g_minerals_magnesium_mg,nutrition_per_100g_minerals_manganese_mg,nutrition_per_100g_minerals_phosphorus_mg,nutrition_per_100g_minerals_potassium_mg,nutrition_per_100g_minerals_selenium_mcg,nutrition_per_100g_minerals_sodium_mg,nutrition_per_100g_minerals_zinc_mg,nutrition_per_100g_purines_purines_mg,nutrition_per_100g_sugars_fructose_g,nutrition_per_100g_sugars_galactose_g,nutrition_per_100g_sugars_glucose_g,nutrition_per_100g_sugars_lactose_g,nutrition_per_100g_sugars_maltose_g,nutrition_per_100g_sugars_sucrose_g,nutrition_per_100g_sugars_total_sugar_g,nutrition_per_100g_vitamins_folate_mcg,nutrition_per_100g_vitamins_vitamin_a_mcg,nutrition_per_100g_vitamins_vitamin_b12_mcg,nutrition_per_100g_vitamins_vitamin_b1_mg,nutrition_per_100g_vitamins_vitamin_b2_mg,nutrition_per_100g_vitamins_vitamin_b5_mg,nutrition_per_100g_vitamins_vitamin_b6_mg,nutrition_per_100g_vitamins_vitamin_b9_mcg,nutrition_per_100g_vitamins_vitamin_c_mg,nutrition_per_100g_vitamins_vitamin_d_mcg,nutrition_per_100g_vitamins_vitamin_e_mg,nutrition_per_100g_vitamins_vitamin_k_mcg,nutrition_per_100g_vitamins_vitamin_pp_mg
23.0,,,,,,,,,,,,,,,,,,,,,,,6650,,,,35,146,,,,,,,,,2.4,3.4,,2.5,5.3,86.4,169,190,2.7,123,2.4,65,457,,25,0.94,,,,,,,,,,0,,0.07,0.39,,,,185,,,,2.2
0.0,,,,,,,,,,,,,,,,,,,,,,,1560,,,,239,1002,,,,,,,,,14.4,21.8,2.6,15.0,32.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
25.0,,Polygonum odoratum,Rau Răm,,,,,,,,,,,,,,,,,,,,,,,,30,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,"Lettuce, garden asparagus",RAU SÀ LÁCH,61,103,120,2,210,43,37,88,145,88,41,117,41,41,94,18,20,124,,1050,,,,17,70,,,,,0.01,0.2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,STT: 173,"Purslane, common",RAU SAM,,,,,,,,,,,,,,,,,,,,160,,,,18,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.5,,3.4,6.5,82.4,110,,,,,80,,,,,,,,,,,,,,0,,,,,,,114,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,1700,,,,18,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,,Mint leaves,RAU THÔM,,,,,,,,,,,,,,,,,,,,3560,,,,18,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,,"Dracontomelum fruit, unripe, raw",Sầu Xanh,,,,,,,,,,,,,,,,,,,,,,,,19,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4,4096,Kohlrabi,SU HÀO,103,134,126,9,205,57,18,120,90,74,18,46,77,85,64,27,32,55,,22,,,,37,154,,,,,0.01,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,261,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,4098,"Chayote, fruit raw","SU SU, QUẢ",51,35,92,,125,41,15,44,77,39,1,47,44,47,40,11,32,63,,0,,,,19,78,,,,,0.01,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,,,,192,108,200,36,184,165,46,104,161,134,46,81,124,109,100,35,35,138,0,8,0,33,0,30,126,,,,,0.01,0.1,0.03,,0.8,4.8,0.1,0.9,2.5,90.9,26,140,1.4,22,0.2,51,349,0.6,20,0.2,,,,,,,,2.4,57,0,0,0.11,0.1,0.652,0.222,0,70,,0.08,16,0.6
39.0,,,,156,142,345,34,393,95,59,112,172,158,42,105,127,154,107,39,64,148,0,93,0,42,0,26,109,,,,,0.03,0.13,0.05,,0.9,2.9,0.3,3.2,3.0,89.8,33,41,0.73,20,0.25,62,300,0.6,23,0.64,,,,,,,,3.03,57,0,0,0.08,0.1,0.696,0.222,0,88,,0.04,20.2,0.7
100.0,,,,227,142,343,17,290,169,71,195,159,246,11,65,248,158,68,14,96,154,,2850,,,,28,115,,,,,0.8,0.1,0.06,,1.1,1.8,1.1,5.0,2.6,88.4,200,220,1.2,55,0.55,12,361,,48,0.5,,,,,,,,,150,0,0,0.05,0.12,0.397,0.185,0,63,,,,0.7
100,,"Balm-mint, garden-balm",Tía Tô,,,,,,,,,,,,,,,,,,,,5520,,,,25,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,4103,Garlic bulbs,Tỏi,132,634,489,65,805,200,113,217,308,273,76,183,100,190,157,66,81,291,0,0,0,26,0,121,504,,,,,0.01,0.25,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,,,,,99,,,,,38,74,140,100,35,97,,,82,23,,98,,10,,,,29,122,,,,,,,,,1.2,5.9,,1.5,1.4,90.0,80,,2.0,,,58,,,,,,,,,,,,,,0,,0.06,0.04,,,,20,,,,0.5
50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,114,479,,,,,,,,,2.0,3.6,10.0,4.9,2.5,,140,,,,,30,,,,,,,,,,,,,,0,,,,,,,14,,,,
34.0,,,,,,,,,,,,,,,,,,,,,,,330,,,,37,154,,,,,,,,,1.2,4.4,1.6,4.9,1.2,86.7,136,,,,,9,,,,,,,,,,,,,,0,,0.02,0.11,,,,20,,,,0.4
100,STT: 189,Edible herbaceous plant,Xương Sông,,,,,,,,,,,,,,,,,,,,,,,,15,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,"Tomato, pickled",Cà Chuả Muối,,,,,,,,,,,,,,,,,,,,,,,,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,40,,,,13,55,,,,,,,,,14.0,2.0,,1.7,1.3,81.0,15,,0.8,,,18,,,,,,,,,,,,,,0,,0.05,0.06,,,,,,,,0.7
5.0,,"Eggplant, garden, brinjan; aubergine, pickled",Cà Muối Sối,,,,,,,,,,,,,,,,,,,,,,,,16,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,20,,,,18,75,,,,,,,,,3.0,3.3,,1.6,1.2,90.9,51,,0.3,,,34,,,,,,,,,,,,,,0,,0.01,0.06,,,,20,,,,0.3
5.0,,,,,,,,,,,,,,,,,,,,,,,745,,,,17,70,,,,,,,,,3.6,2.4,,2.1,1.8,90.1,100,,3.0,,,21,,,,,,,,,,,,,,0,,0.03,0.12,,,,3,,,,0.5
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,,,2.0,1.3,,1.8,1.1,93.8,63,,,,,41,,,,,,,,,,,,,,0,,,,,,,,,,,
5.0,,"Cucumber, pickled",Dưa chuột muối,23,39,46,6,123,25,9,18,26,23,5,15,15,24,18,4,18,24,,100,,,,13,55,,,,,0.08,0.09,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39,164,,,,,,,,,2.0,4.8,,2.0,5.0,86.2,22,,1.1,,,33,,,,,,,,,,,,,,0,,,,,,,,,,,
30.0,,,,,,,,,,,,,,,,,,,,,,,18,,,,22,90,,,,,,,,,5.4,4.0,,0.7,1.4,88.5,12,,1.3,,,5,,,,,,,,,,,,,,0,,0.02,0.03,,,,,,,,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,4.7,,1.2,1.3,89.5,50,,1.2,,,35,,,,,,,,,,,,,,0,,0.05,0.1,,,,12,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,67,,,,,,,,,8.8,1.5,,2.3,2.5,,204,,9,,,33,,,,,,,,,,,,,,0,,,,,,,,,,,
100.0,,"Brewer's yeast, dried",Men Bia Khô,,,,,,,,,,,,,,,,,,,,,,,,340,1424,,,,,,,,,4.8,25.4,3.2,6.6,52.5,7.5,44,,16.1,,,1291,,,,,,,,,,,,,,0,,2.33,5.44,,,,,,,,36.7
100.0,,"Baker's yeast, fresh",Men bia tươi,994,588,1424,158,1876,655,362,678,1017,949,203,633,633,746,678,226,678,881,,,,,,95,395,,,,,,,,,1.4,4.5,1.3,2.0,16.2,74.6,30,,5.0,,,272,,,,,,,,,,,,,,0,,0.77,1.06,,,,,,,,8.3
100.0,,,,,,,,,,,,,,,,,,,,,,,20,,,,304,1273,,,,,,,,,5.8,65.0,0.2,7.0,10.6,11.4,357,5070,56.1,146,1.15,201,708,133.1,70,7.52,,,,,,,,,160,0,0,0.15,0.55,21.477,0.95,0,1,,,,2.7
10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,274,1146,,,,,,,,,6.5,23.5,4.0,17.0,36.0,13.0,184,,35.0,,,606,,,,,,,,,,,,,,0,,0.16,1.59,,,,,,,,23.4
25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39,163,,,,,,,,,0.9,3.1,0.5,3.0,5.5,87.0,27,,5.2,,,89,,,,,,,,,,,,,,0,,,,,,,,,,,
100.0,,,,121,112,228,105,342,91,121,95,206,259,62,92,115,100,90,25,90,71,,10,,,,,,,,,,,,,,0.8,3.4,0.3,1.1,4.0,90.4,28,1790,1.3,14,0.1,80,322,13,12,0.3,58,,,,,,,,,0,,0.11,0.16,,,,4,,,,3.3
100.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,57,238,,,,,,,,,0.8,3.4,3.2,1.1,3.6,87.9,28,,1.2,,,80,,,,,,,,,,,,,,0,,0.12,0.33,,,,2,,,,9.1
25.0,,,,199,78,195,12,343,92,57,76,120,107,31,85,76,94,107,35,44,232,,10,,,,34,144,,,,,0.0,0.16,0.05,,0.9,2.2,0.8,3.5,4.6,88.0,2,318,0.7,9,0.05,59,318,9.3,5,0.52,,0.17,0,1.48,0,0,0,1.65,16,0,0,0.25,0.3,1.497,0.104,0,6,1.9,0.01,0,5.2
35.0,,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,30,126,,,,,,,,,0.4,7.3,0.0,0.7,0.2,91.4,23,120,0.5,6,0.02,18,159,,3,0.16,,,,,,,,,,0,,0.04,0.02,,0.036,,95,,,,0.3
31.1,,,,51,52,114,10,99,83,12,23,22,43,12,30,46,23,12,6,17,31,11,71,116,129,0,,,,,,,0.02,0.03,0.02,,0.5,8.3,0.1,1.4,0.9,88.8,,,,,,,,,,,,,,,,,,9.35,30,0,0,0.08,0.03,0.25,0.06,0,40,,0.18,0,0.2
25.0,,Lemon,CHANH,46,47,106,10,88,74,11,22,19,28,11,27,41,22,11,5,15,28,,,,,,24,102,,,,,0.01,0.09,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,72,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,292,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.5,,,,42,40,152,8,190,38,80,21,55,44,7,27,36,38,30,14,14,32,25,26,0,22,0,,,,,,,0.03,0.07,0.11,,0.6,12.4,0.3,2.6,0.9,83.2,12,150,0.5,27,0.31,25,286,1,17,0.32,57,4.85,0,4.98,0,0.1,2.39,12.23,20,0,0,0.04,0.07,0.334,0.367,0,6,,0.1,0.5,0.6
35.0,,"Banana, dwarf",Chuối Tiêu,,,,,,,,,,,,,,,,,,,,45,,,,97,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,,Strawberry,Dâu tây,42,35,182,7,120,33,16,18,42,33,1,23,26,31,25,9,27,23,,30,,,,43,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Musk melon, Spanish melon, Cantaloupe",Dưa Bổ,95,29,136,2,209,26,15,21,29,30,12,23,19,42,17,2,14,33,0,150,98,130,0,,,,,,,0.09,0.11,0.03,,0.5,3.6,0.2,0.7,0.5,94.5,,,,,,,,,,,,1.37,0,1.57,0,0,4.87,7.89,5,0,0,0.04,0.02,0.185,0.025,0,9,,0.77,2.2,0.4
48.0,,Watermelon,Dưa Hấu,17,60,40,2,65,10,6,20,18,64,6,16,25,16,28,7,12,16,0,303,78,8,4.532,16,66,,,,,0.04,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,44,14,88,5,153,16,5,13,16,18,5,15,12,23,13,5,10,18,0,30,0,27,0,17,72,,,,,0.06,0.06,0.04,,0.5,3.7,0.1,0.4,0.3,95.0,27,24,0.4,10,0.03,12,228,0.7,18,0.09,,2.96,0,2.68,0,0,2.48,8.12,19,0,0,0.02,0.02,0.155,0.088,0,7,,0.02,2.9,0.5
100,STT: 221,Anh,Dưa Lê,,,,,,,,,,,,,,,,,,,,,,,,18,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,,,,,40,,,,29,122,,,,,,,,,0.4,6.5,,0.8,0.8,91.5,15,320,0.5,22,0.12,17,157,0.5,24,0.25,,,,,,,,,,0,,0.08,0.02,,,,24,,,,0.2
40.0,,,,33,19,121,14,79,24,10,19,24,24,12,21,17,35,19,5,19,24,0,34,0,0,0,38,160,,,,,0.01,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,,,,64,27,148,14,229,25,27,21,46,48,50,29,44,54,44,6,33,64,0,162,67,91,0,31,128,,,,,0.07,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.4,,,,14,10,49,,33,18,5,8,16,25,2,9,10,15,11,8,5,10,0,276,761,75,0,36,149,,,,,0.04,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,65,,,,,,,,,0.2,3.2,0.3,2.9,0.4,93.0,12,16,0.5,5,0.03,6,123,,0,0.06,,,,,,,,,,0,0,0.03,0.02,,,,30,,,,0.2
46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34,144,,,,,,,,,0.8,7.2,,2.4,1.4,88.2,48,,0.4,,,9,,,,,,,,,,,,,,0,,0.02,0.11,,,,24,,,,3.3
8.8,,"Persimmon kaki, soft type, ripe",Hồng Đỏ,22,36,52,14,110,21,13,28,40,32,6,29,19,22,38,11,15,29,,253,1447,834,158,29,119,,,,,0.04,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7,,"Persimmon kaki, Hard-type, ripe",Hồng Ngâm,22,36,52,14,110,21,13,28,40,32,6,29,19,22,38,11,15,29,,1615,,,,38,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,,"Sapodilla, sapota ponderosa",Hồng Xiêm,14,17,32,,38,17,16,15,24,39,3,13,36,18,12,5,14,16,,,,,,48,202,,,,,0.0,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,,Pear,Lê,21,32,210,4,40,12,4,37,50,37,8,46,10,24,42,8,18,37,6,27,,,,45,190,,,,,0.03,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,,,,,,,,,,,,,,,,,,,,,,50,40,,,,70,292,,,,,0.05,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,,,,,,,,,,,,,37,4,,,,,7,,,,,,,,,,,,,,,,0.23,,0.9,10.1,0.6,1.9,1.8,84.7,38,,0.7,18,,14,382,,4,,,,,,,,,,,0,,0.08,0.1,0.135,0.221,,19,,,,0.5
14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24,99,,,,,,,,,0.3,5.7,,,0.2,93.8,32,,0.6,,,7,,,,,,,,,,,,,,0,,,,,,,2,,,,
15.0,,Japanese plum,Mãn,28,9,352,2,35,9,9,14,15,16,8,14,27,23,10,9,8,16,,98,16,,,20,83,,,,,0.13,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,,,,,,,,,,,,,,,,,,,,,,,180,,,,50,207,,,,,0.04,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,280,1170,,,,,,,,,2.6,67.0,,1.5,2.9,26.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
55.0,,,,,,,,,,,,,,,,,,,,,,,80,,,,62,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,,"Apricot, Apricot nectar",Mơ,24,9,148,6,42,12,11,12,20,20,4,11,19,20,14,2,9,15,0,2554,0,0,5,48,199,,,,,0.17,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,110,66,937,19,188,70,47,63,105,83,15,62,821,87,73,16,39,78,0,2163,0,0,0,273,1143,,,,,0.07,0.07,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,,,,,,,,,,,,,,,,,,,,,,,1905,,,,67,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4,STT: 242,"Sugarapple, sweetsop",NA,,,,,,,,,,55,7,,,,,10,,,,0,,,,66,276,,,,,0.11,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,,Longan,Nhãn,157,35,126,,209,42,12,26,54,46,13,30,42,48,34,,25,58,,0,,,,48,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,585,131,469,,780,158,45,97,202,172,49,112,158,180,128,,94,217,,0,,,,285,1194,,,,,,,,,2.6,65.9,0.5,1.7,4.3,25.0,32,807,4.4,46,0.25,117,658,,48,0.22,,,,,,,,,,0,,0.02,0.5,,,,34,,,,1.0
100,STT: 245,"Grape, European, sweet",NHO NGOT,21,37,60,8,104,15,18,4,10,11,17,10,17,24,14,2,9,14,1,39,0,72,0,68,286,,,,,0.01,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,,,,,,,,,,,,,,,,,,,,,,,15,,,,14,59,,,,,,,,,0.5,3.1,,2.4,0.4,93.6,40,160,1.4,15,0.07,21,120,,11,0.17,,,,,,,,,,0,,0.05,0.04,,,,45,,,,0.3
24.0,,Silver berry,NHỐT,,,,,,,,,,,,,,,,,,,,,,,,13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,128,,162,,333,128,22,93,171,72,16,6,78,75,96,22,31,87,0,374,0,0,5.204,38,159,,,,,0.4,0.4,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,74,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,,"Avocado, green",Quả Bơ Vỏ Xanh,121,99,264,31,321,116,55,94,160,147,42,260,110,128,82,28,54,120,27,53,36,0,0,101,424,,,,,5.51,1.68,1.96,,0.5,2.3,9.4,0.5,1.9,85.4,60,311,1.6,24,0.1,85,351,,2,0.4,,0.25,,2.17,0,0,0,2.42,35,0,0,0.02,0.05,0.931,0.078,0,17,,2.66,,0.7
25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,58,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dragon's eyes fruit,QUẢ THANH LONG,,,,,,,,,,,,,,,,,,,,,,,,40,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,106,444,,,,,,,,,0.6,21.3,0.4,,4.3,73.4,101,,,,,270,,,,,,,,,,,,,,0,,,,,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,,,100,,,,26,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.8,"STT: 255, Mã số: 5047",Tangerine; Orange; Mandarin,QUÍT,28,68,129,2,61,19,11,17,28,32,2,18,74,33,16,2,15,21,14,71,485,243,0,39,164,,,,,0.06,0.07,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,,,,,,,,,,,,,,,,,,,,,,6,23,0,0,0,132,552,,,,,,,,,0.8,26.9,1.6,1.4,2.5,66.8,20,0,0.9,33,0.33,63,601,,1,0.28,,,,,,,,,36,0,0,0.27,0.29,0.23,0.316,,37,,,,1.2
24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,38,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,,,,,,,,,,,,,,,,,,,,,,,5,,,,38,160,,,,,,,,,0.5,8.3,0.2,0.7,0.8,89.5,44,73,0.2,10,0.08,25,250,,3,0.05,,,,,,,,,,0,,0.06,0.04,,0.081,,24,,,,0.6
12.0,259,,,27,16,125,8,67,23,12,21,37,36,5,15,19,26,22,6,9,24,0,27,11,29,0,48,199,,,,,0.01,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,,,,,,,,,,,,,41,9,,,,,7,,,,,,,,45,188,,,,,0.12,0.13,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0.33,0.36,0.27,,1.6,57.6,1.9,1.0,3.0,34.9,25,631,4.4,42,0.23,58,1110,1.3,3,0.28,,,,,,,,66.1,12,0,0,0.01,0.57,,0.09,0,183,,0.31,1.6,3.1
22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,,,,51,19,42,,60,21,12,18,31,41,5,17,18,22,19,8,10,26,17,445,11,,,,,,,,,0.1,0.05,0.07,,0.6,14.1,0.3,1.8,0.6,82.6,10,150,0.4,9,0.28,13,114,0.6,2,0.56,,,,,,,,14.8,14,0,0,0.05,0.05,0.16,0.134,0,30,,1.12,4.2,0.3
14.0,,,,53,81,126,31,184,60,27,51,66,61,24,44,44,53,47,15,34,57,0,52,0,122,0,56,234,,,,,0.05,0.29,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,158,0,0,0,756,3161,0,0,0,0,21.02,3.04,51.37,2.982,0.1,0.5,83.5,0.0,0.5,15.4,12,16,0.1,2,0.0,12,24,1,11,0.09,,,,,,,,,3,600,0,0.01,0.04,0.11,0.003,0,0,,2.32,7,0.0
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,3754,0,0,0,0,,,,,0.0,0.0,99.7,0.0,0.0,0.3,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,827,3460,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,896,3751,,,,0,45.1,11.2,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,17,18,38,5,104,11,13,30,49,39,12,24,48,27,22,7,24,33,0,610,0,0,0,729,3049,,,,,36.7,25.0,15.0,,0.2,0.1,80.7,0.0,0.5,18.5,17,0,,2,0.0,13,25,0,2,0.02,0,,,,,,,,1,768,0.06,0.01,0.02,0.049,0.005,0,0,,12.8,93,0.0
100.0,STT: 270,"Cottonseed oil, salad or cooking",Dầu Bông,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,900,3766,,,,0,17.8,51.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,,,,0,39.3,35.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3766,,,,0,37.0,9.3,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
